event_date,event_location,fighter1,fighter2,result_raw,winner,kd_1,kd_2,str_1,str_2,td_1,td_2,sub_1,sub_2,weight_class,method,method_detail,round,time
"March 12, 2022","Las Vegas, Nevada, USA",Cody Brundage,Dalcha Lungiambula,win,Cody Brundage,0,0,4,29,1,1,1,0,Middleweight,SUB,Guillotine Choke,1,3:41
"March 12, 2022","Las Vegas, Nevada, USA",Guido Cannetti,Kris Moutinho,win,Guido Cannetti,0,0,28,11,0,0,0,0,Bantamweight,KO/TKO,Punches,1,2:07
"March 12, 2022","Las Vegas, Nevada, USA",Azamat Murzakanov,Tafon Nchukwi,win,Azamat Murzakanov,1,0,28,43,1,0,0,0,Light Heavyweight,KO/TKO,Knee,3,0:44
"March 05, 2022","Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal,win,Colby Covington,0,0,94,67,6,0,1,0,Welterweight,U-DEC,,5,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Rafael Dos Anjos,Renato Moicano,win,Rafael Dos Anjos,1,0,149,88,5,0,0,0,Catch Weight,U-DEC,,5,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Bryce Mitchell,Edson Barboza,win,Bryce Mitchell,1,0,34,16,4,0,0,0,Featherweight,U-DEC,,3,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Kevin Holland,Alex Oliveira,win,Kevin Holland,1,0,50,21,0,2,0,1,Welterweight,KO/TKO,Elbows,2,0:38
"March 05, 2022","Las Vegas, Nevada, USA",Serghei Spivac,Greg Hardy,win,Serghei Spivac,0,0,14,7,3,0,0,0,Heavyweight,KO/TKO,Punches,1,2:16
"March 05, 2022","Las Vegas, Nevada, USA",Jalin Turner,Jamie Mullarkey,win,Jalin Turner,1,0,52,35,1,1,0,0,Lightweight,KO/TKO,Punch,2,0:46
"March 05, 2022","Las Vegas, Nevada, USA",Marina Rodriguez,Yan Xiaonan,win,Marina Rodriguez,0,0,72,56,0,2,0,0,Women's Strawweight,S-DEC,,3,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Nicolae Negumereanu,Kennedy Nzechukwu,win,Nicolae Negumereanu,0,0,64,95,1,0,0,0,Light Heavyweight,S-DEC,,3,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Maryna Moroz,Mariya Agapova,win,Maryna Moroz,0,0,28,16,2,0,3,0,Women's Flyweight,SUB,Arm Triangle,2,3:27
"March 05, 2022","Las Vegas, Nevada, USA",Umar Nurmagomedov,Brian Kelleher,win,Umar Nurmagomedov,0,0,18,1,1,0,1,0,Featherweight,SUB,Rear Naked Choke,1,3:15
"March 05, 2022","Las Vegas, Nevada, USA",Tim Elliott,Tagir Ulanbekov,win,Tim Elliott,1,0,79,90,3,2,0,1,Flyweight,U-DEC,,3,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Ludovit Klein,Devonte Smith,win,Ludovit Klein,0,0,60,53,0,0,0,0,Lightweight,S-DEC,,3,5:00
"March 05, 2022","Las Vegas, Nevada, USA",Dustin Jacoby,Michal Oleksiejczuk,win,Dustin Jacoby,0,0,89,69,1,1,0,0,Light Heavyweight,U-DEC,,3,5:00
"February 26, 2022","Las Vegas, Nevada, USA",Islam Makhachev,King Green,win,Islam Makhachev,0,0,14,9,1,0,0,0,Catch Weight,KO/TKO,Punches,1,3:23
"February 26, 2022","Las Vegas, Nevada, USA",Wellington Turman,Misha Cirkunov,win,Wellington Turman,0,0,15,30,0,1,2,1,Middleweight,SUB,Armbar,2,1:29
"February 26, 2022","Las Vegas, Nevada, USA",Priscila Cachoeira,Ji Yeon Kim,win,Priscila Cachoeira,0,0,102,170,1,0,0,0,Women's Flyweight,U-DEC,,3,5:00
"February 26, 2022","Las Vegas, Nevada, USA",Arman Tsarukyan,Joel Alvarez,win,Arman Tsarukyan,0,0,36,7,2,0,0,0,Lightweight,KO/TKO,Punches,2,1:57
"February 26, 2022","Las Vegas, Nevada, USA",Armen Petrosyan,Gregory Rodrigues,win,Armen Petrosyan,0,0,127,61,0,2,0,2,Middleweight,S-DEC,,3,5:00
"February 26, 2022","Las Vegas, Nevada, USA",Ignacio Bahamondes,Rongzhu,win,Ignacio Bahamondes,0,0,126,48,0,1,2,0,Lightweight,SUB,Guillotine Choke,3,1:40
"February 26, 2022","Las Vegas, Nevada, USA",Josiane Nunes,Ramona Pascual,win,Josiane Nunes,2,0,98,52,0,3,0,0,Women's Featherweight,U-DEC,,3,5:00
"February 26, 2022","Las Vegas, Nevada, USA",Terrance McKinney,Fares Ziam,win,Terrance McKinney,0,0,3,1,0,0,1,0,Lightweight,SUB,Rear Naked Choke,1,2:11
"February 26, 2022","Las Vegas, Nevada, USA",Jonathan Martinez,Alejandro Perez,win,Jonathan Martinez,0,1,74,52,0,0,0,0,Featherweight,U-DEC,,3,5:00
"February 26, 2022","Las Vegas, Nevada, USA",Ramiz Brahimaj,Micheal Gillmore,win,Ramiz Brahimaj,0,0,0,0,1,0,3,0,Welterweight,SUB,Rear Naked Choke,1,2:02
"February 26, 2022","Las Vegas, Nevada, USA",Carlos Hernandez,Victor Altamirano,win,Carlos Hernandez,0,0,84,79,2,1,0,0,Flyweight,S-DEC,,3,5:00
"February 19, 2022","Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker,win,Jamahal Hill,1,0,6,12,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:55
"February 19, 2022","Las Vegas, Nevada, USA",Kyle Daukaus,Jamie Pickett,win,Kyle Daukaus,0,0,6,5,3,0,2,0,Catch Weight,SUB,D'Arce Choke,1,4:59
"February 19, 2022","Las Vegas, Nevada, USA",Parker Porter,Alan Baudot,win,Parker Porter,0,0,43,55,2,0,0,0,Heavyweight,U-DEC,,3,5:00
"February 19, 2022","Las Vegas, Nevada, USA",Jim Miller,Nikolas Motta,win,Jim Miller,1,0,48,21,0,0,0,0,Lightweight,KO/TKO,Punch,2,1:58
"February 19, 2022","Las Vegas, Nevada, USA",Joaquin Buckley,Abdul Razak Alhassan,win,Joaquin Buckley,0,0,51,46,5,3,0,0,Middleweight,S-DEC,,3,5:00
"February 19, 2022","Las Vegas, Nevada, USA",David Onama,Gabriel Benitez,win,David Onama,1,0,36,46,0,0,0,0,Featherweight,KO/TKO,Punches,1,4:24
"February 19, 2022","Las Vegas, Nevada, USA",Stephanie Egger,Jessica-Rose Clark,win,Stephanie Egger,0,0,5,2,2,1,1,0,Women's Bantamweight,SUB,Armbar,1,3:44
"February 19, 2022","Las Vegas, Nevada, USA",Chas Skelly,Mark Striegl,win,Chas Skelly,1,0,14,8,1,0,0,0,Featherweight,KO/TKO,Knee,2,2:01
"February 19, 2022","Las Vegas, Nevada, USA",Gloria de Paula,Diana Belbita,win,Gloria de Paula,0,0,88,87,1,0,0,0,Women's Strawweight,U-DEC,,3,5:00
"February 19, 2022","Las Vegas, Nevada, USA",Chad Anheliger,Jesse Strader,win,Chad Anheliger,2,0,67,64,0,4,2,0,Bantamweight,KO/TKO,Punch,3,3:33
"February 19, 2022","Las Vegas, Nevada, USA",Jonathan Pearce,Christian Rodriguez,win,Jonathan Pearce,0,0,18,26,6,2,2,3,Featherweight,U-DEC,,3,5:00
"February 19, 2022","Las Vegas, Nevada, USA",Mario Bautista,Jay Perrin,win,Mario Bautista,0,0,72,42,4,2,0,0,Bantamweight,U-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Israel Adesanya,Robert Whittaker,win,Israel Adesanya,1,0,79,59,0,4,0,0,Middleweight,U-DEC,,5,5:00
"February 12, 2022","Houston, Texas, USA",Tai Tuivasa,Derrick Lewis,win,Tai Tuivasa,1,0,24,27,0,2,0,0,Heavyweight,KO/TKO,Elbow,2,1:40
"February 12, 2022","Houston, Texas, USA",Jared Cannonier,Derek Brunson,win,Jared Cannonier,0,1,55,43,1,3,0,1,Middleweight,KO/TKO,Elbows,2,4:29
"February 12, 2022","Houston, Texas, USA",Renato Moicano,Alexander Hernandez,win,Renato Moicano,0,0,33,37,2,0,1,0,Lightweight,SUB,Rear Naked Choke,2,1:23
"February 12, 2022","Houston, Texas, USA",King Green,Nasrat Haqparast,win,King Green,0,0,188,76,0,0,0,0,Lightweight,U-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Andrei Arlovski,Jared Vanderaa,win,Andrei Arlovski,0,0,64,70,0,0,0,0,Heavyweight,S-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Casey O'Neill,Roxanne Modafferi,win,Casey O'Neill,0,0,229,120,0,2,0,0,Women's Flyweight,S-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Kyler Phillips,Marcelo Rojo,win,Kyler Phillips,0,0,80,55,3,0,2,0,Bantamweight,SUB,Triangle Armbar,3,1:48
"February 12, 2022","Houston, Texas, USA",Carlos Ulberg,Fabio Cherant,win,Carlos Ulberg,0,0,66,13,2,0,0,0,Light Heavyweight,U-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Ronnie Lawrence,Mana Martinez,win,Ronnie Lawrence,3,2,46,39,6,0,0,1,Bantamweight,U-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Jacob Malkoun,AJ Dobson,win,Jacob Malkoun,0,0,80,52,6,0,0,0,Middleweight,U-DEC,,3,5:00
"February 12, 2022","Houston, Texas, USA",Douglas Silva de Andrade,Sergey Morozov,win,Douglas Silva de Andrade,3,1,37,32,0,1,2,0,Bantamweight,SUB,Rear Naked Choke,2,3:24
"February 12, 2022","Houston, Texas, USA",Jeremiah Wells,Blood Diamond,win,Jeremiah Wells,0,0,15,1,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,4:38
"February 12, 2022","Houston, Texas, USA",Maxim Grishin,William Knight,win,Maxim Grishin,0,0,69,21,0,3,0,0,Heavyweight,U-DEC,,3,5:00
"February 05, 2022","Las Vegas, Nevada, USA",Sean Strickland,Jack Hermansson,win,Sean Strickland,0,0,153,137,0,0,0,0,Middleweight,S-DEC,,5,5:00
"February 05, 2022","Las Vegas, Nevada, USA",Nick Maximov,Punahele Soriano,win,Nick Maximov,0,0,29,45,11,0,1,0,Middleweight,S-DEC,,3,5:00
"February 05, 2022","Las Vegas, Nevada, USA",Shavkat Rakhmonov,Carlston Harris,win,Shavkat Rakhmonov,1,0,13,10,1,0,0,0,Welterweight,KO/TKO,Kick,1,4:10
"February 05, 2022","Las Vegas, Nevada, USA",Brendan Allen,Sam Alvey,win,Brendan Allen,1,0,36,24,0,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,2,2:10
"February 05, 2022","Las Vegas, Nevada, USA",Bryan Battle,Tresean Gore,win,Bryan Battle,0,0,112,57,1,2,0,1,Middleweight,U-DEC,,3,5:00
"February 05, 2022","Las Vegas, Nevada, USA",Julian Erosa,Steven Peterson,win,Julian Erosa,0,0,155,148,3,0,0,2,Featherweight,S-DEC,,3,5:00
"February 05, 2022","Las Vegas, Nevada, USA",John Castaneda,Miles Johns,win,John Castaneda,1,0,58,34,0,0,1,0,Bantamweight,SUB,Arm Triangle,3,1:38
"February 05, 2022","Las Vegas, Nevada, USA",Hakeem Dawodu,Michael Trizano,win,Hakeem Dawodu,0,0,141,70,0,1,0,0,Featherweight,U-DEC,,3,5:00
"February 05, 2022","Las Vegas, Nevada, USA",Chidi Njokuani,Marc-Andre Barriault,win,Chidi Njokuani,1,0,11,2,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:16
"February 05, 2022","Las Vegas, Nevada, USA",Alexis Davis,Julija Stoliarenko,win,Alexis Davis,0,0,85,56,1,0,0,3,Women's Bantamweight,U-DEC,,3,5:00
"February 05, 2022","Las Vegas, Nevada, USA",Jailton Almeida,Danilo Marques,win,Jailton Almeida,0,0,30,0,2,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:57
"February 05, 2022","Las Vegas, Nevada, USA",Phil Rowe,Jason Witt,win,Phil Rowe,1,0,8,8,0,4,0,0,Welterweight,KO/TKO,Punches,2,2:15
"February 05, 2022","Las Vegas, Nevada, USA",Malcolm Gordon,Denys Bondar,win,Malcolm Gordon,0,0,3,4,1,1,1,0,Flyweight,KO/TKO,,1,1:22
"January 22, 2022","Anaheim, California, USA",Francis Ngannou,Ciryl Gane,win,Francis Ngannou,0,0,43,63,4,1,0,3,Heavyweight,U-DEC,,5,5:00
"January 22, 2022","Anaheim, California, USA",Deiveson Figueiredo,Brandon Moreno,win,Deiveson Figueiredo,3,0,86,105,2,1,0,0,Flyweight,U-DEC,,5,5:00
"January 22, 2022","Anaheim, California, USA",Michel Pereira,Andre Fialho,win,Michel Pereira,0,0,107,45,1,0,0,0,Welterweight,U-DEC,,3,5:00
"January 22, 2022","Anaheim, California, USA",Said Nurmagomedov,Cody Stamann,win,Said Nurmagomedov,0,0,7,1,0,0,1,0,Bantamweight,SUB,Guillotine Choke,1,0:47
"January 22, 2022","Anaheim, California, USA",Michael Morales,Trevin Giles,win,Michael Morales,1,0,26,8,0,1,0,1,Welterweight,KO/TKO,Punches,1,4:06
"January 22, 2022","Anaheim, California, USA",Victor Henry,Raoni Barcelos,win,Victor Henry,0,0,181,134,0,1,0,0,Bantamweight,U-DEC,,3,5:00
"January 22, 2022","Anaheim, California, USA",Jack Della Maddalena,Pete Rodriguez,win,Jack Della Maddalena,1,0,43,25,0,0,0,0,Welterweight,KO/TKO,Punch,1,2:59
"January 22, 2022","Anaheim, California, USA",Tony Gravely,Saimon Oliveira,win,Tony Gravely,0,0,46,35,11,0,0,4,Bantamweight,U-DEC,,3,5:00
"January 22, 2022","Anaheim, California, USA",Matt Frevola,Genaro Valdez,win,Matt Frevola,4,0,60,10,0,0,0,0,Lightweight,KO/TKO,Punches,1,3:15
"January 22, 2022","Anaheim, California, USA",Vanessa Demopoulos,Silvana Gomez Juarez,win,Vanessa Demopoulos,0,1,4,10,0,0,2,0,Women's Strawweight,SUB,Armbar,1,2:25
"January 22, 2022","Anaheim, California, USA",Jasmine Jasudavicius,Kay Hansen,win,Jasmine Jasudavicius,0,0,50,44,2,1,0,0,Women's Flyweight,U-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Calvin Kattar,Giga Chikadze,win,Calvin Kattar,1,0,144,128,2,0,1,0,Featherweight,U-DEC,,5,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Jake Collier,Chase Sherman,win,Jake Collier,0,0,20,10,1,0,1,0,Heavyweight,SUB,Rear Naked Choke,1,2:26
"January 15, 2022","Las Vegas, Nevada, USA",Brandon Royval,Rogerio Bontorin,win,Brandon Royval,0,0,40,28,0,8,3,0,Flyweight,S-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Katlyn Cerminara,Jennifer Maia,win,Katlyn Cerminara,0,0,72,52,1,0,0,0,Women's Flyweight,U-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Viacheslav Borshchev,Dakota Bush,win,Viacheslav Borshchev,1,0,16,11,0,2,0,0,Lightweight,KO/TKO,Punch,1,3:47
"January 15, 2022","Las Vegas, Nevada, USA",Bill Algeo,Joanderson Brito,win,Bill Algeo,0,0,59,40,2,2,0,0,Featherweight,U-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Jamie Pickett,Joseph Holmes,win,Jamie Pickett,0,0,50,51,2,0,0,0,Middleweight,U-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Court McGee,Ramiz Brahimaj,win,Court McGee,1,0,54,32,5,1,1,1,Welterweight,U-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",Brian Kelleher,Kevin Croom,win,Brian Kelleher,1,0,38,60,6,0,0,0,Featherweight,U-DEC,,3,5:00
"January 15, 2022","Las Vegas, Nevada, USA",TJ Brown,Charles Rosa,win,TJ Brown,0,0,58,46,6,0,3,1,Lightweight,U-DEC,,3,5:00
"December 18, 2021","Las Vegas, Nevada, USA",Derrick Lewis,Chris Daukaus,win,Derrick Lewis,1,0,14,10,0,0,0,0,Heavyweight,KO/TKO,Punches,1,3:36
"December 18, 2021","Las Vegas, Nevada, USA",Belal Muhammad,Stephen Thompson,win,Belal Muhammad,0,0,58,19,7,0,1,0,Welterweight,U-DEC,,3,5:00
"December 18, 2021","Las Vegas, Nevada, USA",Amanda Lemos,Angela Hill,win,Amanda Lemos,1,0,50,48,0,1,0,0,Women's Strawweight,S-DEC,,3,5:00
"December 18, 2021","Las Vegas, Nevada, USA",Ricky Simon,Raphael Assuncao,win,Ricky Simon,1,0,18,7,2,0,0,0,Bantamweight,KO/TKO,Punch,2,2:14
"December 18, 2021","Las Vegas, Nevada, USA",Mateusz Gamrot,Diego Ferreira,win,Mateusz Gamrot,0,0,25,36,4,0,0,0,Lightweight,KO/TKO,Knee,2,3:26
"December 18, 2021","Las Vegas, Nevada, USA",Cub Swanson,Darren Elkins,win,Cub Swanson,1,0,18,2,0,0,0,0,Featherweight,KO/TKO,Punches,1,2:12
"December 18, 2021","Las Vegas, Nevada, USA",Gerald Meerschaert,Dustin Stoltzfus,win,Gerald Meerschaert,0,0,11,12,1,4,3,1,Middleweight,SUB,Rear Naked Choke,3,2:58
"December 18, 2021","Las Vegas, Nevada, USA",Justin Tafa,Harry Hunsucker,win,Justin Tafa,1,0,5,5,0,0,0,1,Heavyweight,KO/TKO,Kick,1,1:53
"December 18, 2021","Las Vegas, Nevada, USA",Melissa Gatto,Sijara Eubanks,win,Melissa Gatto,1,0,17,14,0,1,0,0,Women's Flyweight,KO/TKO,Kick,3,0:45
"December 18, 2021","Las Vegas, Nevada, USA",Charles Jourdain,Andre Ewell,win,Charles Jourdain,0,0,137,56,0,1,0,0,Featherweight,U-DEC,,3,5:00
"December 18, 2021","Las Vegas, Nevada, USA",Raquel Pennington,Macy Chiasson,win,Raquel Pennington,0,0,45,26,0,1,1,0,Women's Featherweight,SUB,Guillotine Choke,2,3:07
"December 18, 2021","Las Vegas, Nevada, USA",Don'Tale Mayes,Josh Parisian,win,Don'Tale Mayes,0,0,25,10,6,0,0,0,Heavyweight,KO/TKO,Elbows,3,3:26
"December 18, 2021","Las Vegas, Nevada, USA",Jordan Leavitt,Matt Sayles,win,Jordan Leavitt,0,0,9,13,1,1,3,1,Lightweight,SUB,Inverted Triangle,2,2:05
"December 11, 2021","Las Vegas, Nevada, USA",Charles Oliveira,Dustin Poirier,win,Charles Oliveira,0,1,73,58,0,0,3,0,Lightweight,SUB,Rear Naked Choke,3,1:02
"December 11, 2021","Las Vegas, Nevada, USA",Julianna Pena,Amanda Nunes,win,Julianna Pena,0,0,79,46,1,1,1,0,Women's Bantamweight,SUB,Rear Naked Choke,2,3:26
"December 11, 2021","Las Vegas, Nevada, USA",Geoff Neal,Santiago Ponzinibbio,win,Geoff Neal,0,0,85,91,0,1,0,0,Welterweight,S-DEC,,3,5:00
"December 11, 2021","Las Vegas, Nevada, USA",Kai Kara-France,Cody Garbrandt,win,Kai Kara-France,2,0,23,9,0,0,0,0,Flyweight,KO/TKO,Punches,1,3:21
"December 11, 2021","Las Vegas, Nevada, USA",Sean O'Malley,Raulian Paiva,win,Sean O'Malley,1,0,39,11,0,0,0,0,Bantamweight,KO/TKO,Punches,1,4:42
"December 11, 2021","Las Vegas, Nevada, USA",Josh Emmett,Dan Ige,win,Josh Emmett,1,0,60,70,0,1,0,0,Featherweight,U-DEC,,3,5:00
"December 11, 2021","Las Vegas, Nevada, USA",Dominick Cruz,Pedro Munhoz,win,Dominick Cruz,0,1,103,74,1,0,0,0,Bantamweight,U-DEC,,3,5:00
"December 11, 2021","Las Vegas, Nevada, USA",Tai Tuivasa,Augusto Sakai,win,Tai Tuivasa,1,0,34,21,0,0,0,0,Heavyweight,KO/TKO,Punches,2,0:26
"December 11, 2021","Las Vegas, Nevada, USA",Bruno Silva,Jordan Wright,win,Bruno Silva,1,0,19,20,0,0,0,0,Middleweight,KO/TKO,Punches,1,1:28
"December 11, 2021","Las Vegas, Nevada, USA",Andre Muniz,Eryk Anders,win,Andre Muniz,0,0,8,3,2,0,2,0,Middleweight,SUB,Armbar,1,3:13
"December 11, 2021","Las Vegas, Nevada, USA",Erin Blanchfield,Miranda Maverick,win,Erin Blanchfield,0,0,46,21,7,0,1,0,Women's Flyweight,U-DEC,,3,5:00
"December 11, 2021","Las Vegas, Nevada, USA",Ryan Hall,Darrick Minner,win,Ryan Hall,0,0,40,26,0,1,7,0,Featherweight,U-DEC,,3,5:00
"December 11, 2021","Las Vegas, Nevada, USA",Tony Kelley,Randy Costa,win,Tony Kelley,0,0,82,31,0,0,0,0,Bantamweight,KO/TKO,Elbows,2,4:15
"December 11, 2021","Las Vegas, Nevada, USA",Gillian Robertson,Priscila Cachoeira,win,Gillian Robertson,0,0,32,20,1,0,1,0,Women's Flyweight,SUB,Rear Naked Choke,1,4:59
"December 04, 2021","Las Vegas, Nevada, USA",Jose Aldo,Rob Font,win,Jose Aldo,2,0,86,149,0,1,1,0,Bantamweight,U-DEC,,5,5:00
"December 04, 2021","Las Vegas, Nevada, USA",Rafael Fiziev,Brad Riddell,win,Rafael Fiziev,0,0,66,59,0,1,0,0,Lightweight,KO/TKO,Kick,3,2:20
"December 04, 2021","Las Vegas, Nevada, USA",Jamahal Hill,Jimmy Crute,win,Jamahal Hill,1,0,4,6,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:48
"December 04, 2021","Las Vegas, Nevada, USA",Clay Guida,Leonardo Santos,win,Clay Guida,0,1,18,41,2,0,1,0,Lightweight,SUB,Rear Naked Choke,2,1:21
"December 04, 2021","Las Vegas, Nevada, USA",Chris Curtis,Brendan Allen,win,Chris Curtis,1,0,61,43,0,0,0,1,Middleweight,KO/TKO,Knees,2,1:58
"December 04, 2021","Las Vegas, Nevada, USA",Alex Morono,Mickey Gall,win,Alex Morono,1,0,90,65,0,0,0,0,Welterweight,U-DEC,,3,5:00
"December 04, 2021","Las Vegas, Nevada, USA",Dusko Todorovic,Maki Pitolo,win,Dusko Todorovic,0,0,30,13,1,0,0,1,Middleweight,KO/TKO,Punches,1,4:34
"December 04, 2021","Las Vegas, Nevada, USA",Manel Kape,Zhalgas Zhumagulov,win,Manel Kape,2,0,53,31,0,0,0,0,Flyweight,KO/TKO,Punches,1,4:02
"December 04, 2021","Las Vegas, Nevada, USA",Bryan Barberena,Darian Weeks,win,Bryan Barberena,0,0,108,118,0,4,0,0,Welterweight,U-DEC,,3,5:00
"December 04, 2021","Las Vegas, Nevada, USA",Cheyanne Vlismas,Mallory Martin,win,Cheyanne Vlismas,0,0,134,80,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00
"December 04, 2021","Las Vegas, Nevada, USA",William Knight,Alonzo Menifield,win,William Knight,1,0,55,44,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00
"December 04, 2021","Las Vegas, Nevada, USA",Claudio Puelles,Chris Gruetzemacher,win,Claudio Puelles,0,0,43,38,1,1,1,0,Lightweight,SUB,Kneebar,3,3:25
"December 04, 2021","Las Vegas, Nevada, USA",Vince Morales,Louis Smolka,win,Vince Morales,1,0,27,23,0,0,0,0,Bantamweight,KO/TKO,Punch,1,2:02
"November 20, 2021","Las Vegas, Nevada, USA",Ketlen Vieira,Miesha Tate,win,Ketlen Vieira,0,0,113,122,0,1,0,0,Women's Bantamweight,U-DEC,,5,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Sean Brady,Michael Chiesa,win,Sean Brady,0,0,18,29,5,1,0,0,Welterweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Taila Santos,Joanne Wood,win,Taila Santos,2,0,30,27,0,0,2,0,Women's Flyweight,SUB,Rear Naked Choke,1,4:49
"November 20, 2021","Las Vegas, Nevada, USA",Rani Yahya,Kyung Ho Kang,win,Rani Yahya,0,1,27,43,3,0,1,0,Bantamweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Adrian Yanez,Davey Grant,win,Adrian Yanez,0,0,100,98,0,0,0,0,Bantamweight,S-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Pat Sabatini,Tucker Lutz,win,Pat Sabatini,0,0,16,17,5,1,3,0,Featherweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Rafa Garcia,Natan Levy,win,Rafa Garcia,0,0,35,47,7,3,0,0,Lightweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Loopy Godinez,Loma Lookboonmee,win,Loopy Godinez,0,0,23,15,5,1,1,0,Women's Strawweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Cody Durden,Aoriqileng,win,Cody Durden,0,0,60,65,5,1,0,0,Flyweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Shayilan Nuerdanbieke,Sean Soriano,win,Shayilan Nuerdanbieke,0,0,17,35,4,2,0,0,Featherweight,U-DEC,,3,5:00
"November 20, 2021","Las Vegas, Nevada, USA",Luana Pinheiro,Sam Hughes,win,Luana Pinheiro,1,0,60,53,2,0,1,0,Women's Strawweight,U-DEC,,3,5:00
"November 13, 2021","Las Vegas, Nevada, USA",Max Holloway,Yair Rodriguez,win,Max Holloway,0,0,230,159,3,1,1,0,Featherweight,U-DEC,,5,5:00
"November 13, 2021","Las Vegas, Nevada, USA",Marcos Rogerio de Lima,Ben Rothwell,win,Marcos Rogerio de Lima,0,0,14,2,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:32
"November 13, 2021","Las Vegas, Nevada, USA",Felicia Spencer,Leah Letson,win,Felicia Spencer,0,0,56,17,4,1,0,0,Women's Featherweight,KO/TKO,Elbows,3,4:25
"November 13, 2021","Las Vegas, Nevada, USA",Khaos Williams,Miguel Baeza,win,Khaos Williams,1,0,49,31,0,0,0,5,Welterweight,KO/TKO,Punch,3,1:02
"November 13, 2021","Las Vegas, Nevada, USA",Song Yadong,Julio Arce,win,Song Yadong,1,0,30,13,0,0,0,0,Bantamweight,KO/TKO,Punches,2,1:35
"November 13, 2021","Las Vegas, Nevada, USA",Joel Alvarez,Thiago Moises,win,Joel Alvarez,0,0,44,11,0,0,0,0,Lightweight,KO/TKO,Elbows,1,3:01
"November 13, 2021","Las Vegas, Nevada, USA",Andrea Lee,Cynthia Calvillo,win,Andrea Lee,0,0,84,47,0,1,0,0,Women's Flyweight,KO/TKO,,2,5:00
"November 13, 2021","Las Vegas, Nevada, USA",Sean Woodson,Collin Anglin,win,Sean Woodson,1,0,50,8,0,0,0,0,Featherweight,KO/TKO,Punches,1,4:30
"November 13, 2021","Las Vegas, Nevada, USA",Cortney Casey,Liana Jojua,win,Cortney Casey,0,0,89,34,0,2,0,0,Women's Flyweight,U-DEC,,3,5:00
"November 13, 2021","Las Vegas, Nevada, USA",Rafael Alves,Marc Diakiese,win,Rafael Alves,0,0,6,3,0,0,1,0,Lightweight,SUB,Guillotine Choke,1,1:48
"November 13, 2021","Las Vegas, Nevada, USA",Da Woon Jung,Kennedy Nzechukwu,win,Da Woon Jung,1,0,16,6,0,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,3:04
"November 06, 2021","New York City, New York, USA",Kamaru Usman,Colby Covington,win,Kamaru Usman,2,0,123,107,1,0,0,0,Welterweight,U-DEC,,5,5:00
"November 06, 2021","New York City, New York, USA",Rose Namajunas,Zhang Weili,win,Rose Namajunas,0,0,86,83,2,5,0,0,Women's Strawweight,S-DEC,,5,5:00
"November 06, 2021","New York City, New York, USA",Marlon Vera,Frankie Edgar,win,Marlon Vera,1,0,88,94,0,3,1,0,Bantamweight,KO/TKO,Kick,3,3:50
"November 06, 2021","New York City, New York, USA",Shane Burgos,Billy Quarantillo,win,Shane Burgos,0,0,193,164,0,0,0,0,Featherweight,U-DEC,,3,5:00
